"customer_id","rental_id","rental_date","return_date","name","email"
1,1725,"2005-06-16 15:18:57","2005-06-17 21:05:57","Mary Smith","mary.smith@sakilacustomer.org"
1,1476,"2005-06-15 21:08:46","2005-06-25 02:26:46","Mary Smith","mary.smith@sakilacustomer.org"
1,1422,"2005-06-15 18:02:53","2005-06-19 15:54:53","Mary Smith","mary.smith@sakilacustomer.org"
1,1185,"2005-06-15 00:54:12","2005-06-23 02:42:12","Mary Smith","mary.smith@sakilacustomer.org"
1,573,"2005-05-28 10:35:23","2005-06-03 06:32:23","Mary Smith","mary.smith@sakilacustomer.org"
1,76,"2005-05-25 11:30:37","2005-06-03 12:00:37","Mary Smith","mary.smith@sakilacustomer.org"
2,15907,"2005-08-23 17:39:35","2005-08-25 23:23:35","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,15145,"2005-08-22 13:53:04","2005-08-31 15:51:04","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,14743,"2005-08-21 22:41:56","2005-08-29 00:18:56","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,14475,"2005-08-21 13:24:32","2005-08-27 08:59:32","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,12963,"2005-08-19 06:26:04","2005-08-23 11:37:04","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,11614,"2005-08-17 03:52:18","2005-08-20 07:04:18","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,11256,"2005-08-02 13:44:53","2005-08-04 16:39:53","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,11177,"2005-08-02 10:43:48","2005-08-10 10:55:48","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,11087,"2005-08-02 07:41:41","2005-08-10 10:37:41","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,10918,"2005-08-02 02:10:56","2005-08-02 21:23:56","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,10466,"2005-08-01 09:45:26","2005-08-06 06:28:26","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,10136,"2005-07-31 21:58:56","2005-08-03 19:44:56","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,9465,"2005-07-30 22:39:53","2005-08-06 16:43:53","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,9296,"2005-07-30 16:21:13","2005-08-08 11:57:13","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,9248,"2005-07-30 14:14:11","2005-08-05 11:19:11","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,9236,"2005-07-30 13:47:43","2005-08-08 18:52:43","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,9031,"2005-07-30 06:06:10","2005-08-04 10:45:10","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,8705,"2005-07-29 17:14:29","2005-08-02 16:01:29","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,8598,"2005-07-29 12:56:59","2005-08-01 08:39:59","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,8230,"2005-07-29 00:12:59","2005-08-06 19:52:59","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,7459,"2005-07-27 18:40:20","2005-08-02 21:07:20","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,7376,"2005-07-27 15:23:02","2005-08-04 10:35:02","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,7346,"2005-07-27 14:30:42","2005-08-02 16:48:42","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,5755,"2005-07-10 12:38:56","2005-07-19 17:02:56","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,5636,"2005-07-10 06:31:24","2005-07-13 02:36:24","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,2128,"2005-06-17 20:54:58","2005-06-24 00:41:58","Patricia Johnson","patricia.johnson@sakilacustomer.org"
2,320,"2005-05-27 00:09:24","2005-05-28 04:30:24","Patricia Johnson","patricia.johnson@sakilacustomer.org"
3,15619,"2005-08-23 07:10:14","2005-08-26 07:21:14","Linda Williams","linda.williams@sakilacustomer.org"
3,15038,"2005-08-22 09:37:27","2005-08-23 14:39:27","Linda Williams","linda.williams@sakilacustomer.org"
3,14699,"2005-08-21 20:50:48","2005-08-29 18:08:48","Linda Williams","linda.williams@sakilacustomer.org"
3,13610,"2005-08-20 06:14:12","2005-08-26 00:44:12","Linda Williams","linda.williams@sakilacustomer.org"
3,13403,"2005-08-19 22:18:07","2005-08-27 19:23:07","Linda Williams","linda.williams@sakilacustomer.org"
3,12556,"2005-08-18 14:49:55","2005-08-24 15:20:55","Linda Williams","linda.williams@sakilacustomer.org"
3,10597,"2005-08-01 14:19:48","2005-08-08 20:01:48","Linda Williams","linda.williams@sakilacustomer.org"
3,9816,"2005-07-31 11:32:58","2005-08-04 17:12:58","Linda Williams","linda.williams@sakilacustomer.org"
3,9595,"2005-07-31 03:27:58","2005-08-03 05:58:58","Linda Williams","linda.williams@sakilacustomer.org"
3,9443,"2005-07-30 21:45:46","2005-08-05 21:22:46","Linda Williams","linda.williams@sakilacustomer.org"
3,9226,"2005-07-30 13:31:20","2005-08-06 16:42:20","Linda Williams","linda.williams@sakilacustomer.org"
3,8545,"2005-07-29 11:07:04","2005-08-06 13:30:04","Linda Williams","linda.williams@sakilacustomer.org"
3,8086,"2005-07-28 18:17:14","2005-07-30 18:22:14","Linda Williams","linda.williams@sakilacustomer.org"
3,7911,"2005-07-28 11:46:45","2005-07-29 07:19:45","Linda Williams","linda.williams@sakilacustomer.org"
3,7724,"2005-07-28 04:46:30","2005-08-04 08:41:30","Linda Williams","linda.williams@sakilacustomer.org"
3,7703,"2005-07-28 03:59:21","2005-08-05 08:52:21","Linda Williams","linda.williams@sakilacustomer.org"
3,7503,"2005-07-27 20:23:12","2005-08-05 18:46:12","Linda Williams","linda.williams@sakilacustomer.org"
3,7096,"2005-07-27 04:54:42","2005-08-03 01:42:42","Linda Williams","linda.williams@sakilacustomer.org"
3,4725,"2005-07-08 12:47:11","2005-07-15 09:08:11","Linda Williams","linda.williams@sakilacustomer.org"
3,4180,"2005-07-07 10:23:25","2005-07-10 13:18:25","Linda Williams","linda.williams@sakilacustomer.org"
3,2628,"2005-06-19 08:34:53","2005-06-28 04:19:53","Linda Williams","linda.williams@sakilacustomer.org"
3,1911,"2005-06-17 05:15:15","2005-06-24 11:05:15","Linda Williams","linda.williams@sakilacustomer.org"
3,1726,"2005-06-16 15:19:10","2005-06-25 11:39:10","Linda Williams","linda.williams@sakilacustomer.org"
3,1546,"2005-06-16 01:34:05","2005-06-24 04:27:05","Linda Williams","linda.williams@sakilacustomer.org"
3,830,"2005-05-29 22:43:55","2005-06-01 17:43:55","Linda Williams","linda.williams@sakilacustomer.org"
3,435,"2005-05-27 17:17:09","2005-06-02 11:20:09","Linda Williams","linda.williams@sakilacustomer.org"
4,15635,"2005-08-23 07:43:00","2005-08-27 10:47:00","Barbara Jones","barbara.jones@sakilacustomer.org"
4,15147,"2005-08-22 13:58:23","2005-08-28 14:33:23","Barbara Jones","barbara.jones@sakilacustomer.org"
4,14225,"2005-08-21 04:53:37","2005-08-25 23:39:37","Barbara Jones","barbara.jones@sakilacustomer.org"
4,13807,"2005-08-20 12:55:40","2005-08-28 09:06:40","Barbara Jones","barbara.jones@sakilacustomer.org"
4,13704,"2005-08-20 09:32:04","2005-08-23 14:29:04","Barbara Jones","barbara.jones@sakilacustomer.org"
4,12856,"2005-08-19 02:19:13","2005-08-23 07:49:13","Barbara Jones","barbara.jones@sakilacustomer.org"
4,12294,"2005-08-18 05:14:44","2005-08-27 01:32:44","Barbara Jones","barbara.jones@sakilacustomer.org"
4,12151,"2005-08-18 00:14:03","2005-08-18 23:52:03","Barbara Jones","barbara.jones@sakilacustomer.org"
4,11529,"2005-08-17 00:28:01","2005-08-19 04:47:01","Barbara Jones","barbara.jones@sakilacustomer.org"
4,11110,"2005-08-02 08:20:31","2005-08-04 05:06:31","Barbara Jones","barbara.jones@sakilacustomer.org"
4,11069,"2005-08-02 07:09:34","2005-08-08 08:39:34","Barbara Jones","barbara.jones@sakilacustomer.org"
4,9371,"2005-07-30 18:58:00","2005-08-03 15:14:00","Barbara Jones","barbara.jones@sakilacustomer.org"
4,9100,"2005-07-30 08:46:09","2005-08-05 10:34:09","Barbara Jones","barbara.jones@sakilacustomer.org"
4,8741,"2005-07-29 18:44:57","2005-08-03 18:25:57","Barbara Jones","barbara.jones@sakilacustomer.org"
4,7718,"2005-07-28 04:37:59","2005-07-29 09:20:59","Barbara Jones","barbara.jones@sakilacustomer.org"
4,7660,"2005-07-28 02:10:10","2005-07-30 04:29:10","Barbara Jones","barbara.jones@sakilacustomer.org"
4,2642,"2005-06-19 09:39:01","2005-06-25 08:33:01","Barbara Jones","barbara.jones@sakilacustomer.org"
4,2043,"2005-06-17 14:31:12","2005-06-19 11:04:12","Barbara Jones","barbara.jones@sakilacustomer.org"
4,1735,"2005-06-16 15:51:52","2005-06-20 13:27:52","Barbara Jones","barbara.jones@sakilacustomer.org"
4,1707,"2005-06-16 14:01:27","2005-06-18 09:35:27","Barbara Jones","barbara.jones@sakilacustomer.org"
4,1633,"2005-06-16 08:08:40","2005-06-17 11:12:40","Barbara Jones","barbara.jones@sakilacustomer.org"
4,1297,"2005-06-15 09:31:28","2005-06-19 04:33:28","Barbara Jones","barbara.jones@sakilacustomer.org"
5,15232,"2005-08-22 17:37:02","2005-08-25 18:45:02","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,14494,"2005-08-21 14:02:50","2005-08-22 16:45:50","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,14430,"2005-08-21 11:31:11","2005-08-26 06:29:11","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,14053,"2005-08-20 22:13:59","2005-08-26 20:50:59","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,13877,"2005-08-20 15:16:18","2005-08-22 18:20:18","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,13063,"2005-08-19 09:45:41","2005-08-24 09:11:41","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,12797,"2005-08-19 00:24:08","2005-08-21 22:53:08","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,12145,"2005-08-18 00:10:04","2005-08-26 00:51:04","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,11930,"2005-08-17 16:28:53","2005-08-25 10:31:53","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,11179,"2005-08-02 10:50:06","2005-08-04 05:24:06","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,11001,"2005-08-02 04:56:45","2005-08-11 08:04:45","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,10625,"2005-08-01 15:27:10","2005-08-02 13:16:10","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,10609,"2005-08-01 14:48:45","2005-08-04 13:41:45","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,9888,"2005-07-31 14:00:53","2005-08-08 18:51:53","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,9493,"2005-07-30 23:52:30","2005-08-08 05:22:30","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,8978,"2005-07-30 04:14:28","2005-08-06 09:08:28","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,8263,"2005-07-29 01:11:23","2005-07-31 01:53:23","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,7829,"2005-07-28 08:43:39","2005-08-04 14:33:39","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,7652,"2005-07-28 01:50:29","2005-07-30 22:23:29","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,7293,"2005-07-27 12:37:28","2005-07-30 15:12:28","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,6685,"2005-07-12 12:16:28","2005-07-19 17:03:28","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,6663,"2005-07-12 11:27:35","2005-07-21 16:35:35","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,6042,"2005-07-11 03:17:04","2005-07-19 07:08:04","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,5721,"2005-07-10 11:09:35","2005-07-17 16:41:35","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,5156,"2005-07-09 08:51:42","2005-07-15 03:59:42","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,5118,"2005-07-09 07:13:52","2005-07-18 05:18:52","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,5016,"2005-07-09 01:57:57","2005-07-09 22:07:57","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,4889,"2005-07-08 20:04:43","2005-07-13 17:57:43","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,3677,"2005-07-06 09:11:58","2005-07-08 10:50:58","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,3126,"2005-06-20 18:38:22","2005-06-26 00:00:22","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,2570,"2005-06-19 04:20:13","2005-06-25 07:00:13","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,2063,"2005-06-17 15:56:53","2005-06-21 14:19:53","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,1631,"2005-06-16 08:01:02","2005-06-19 09:04:02","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,1502,"2005-06-15 22:03:14","2005-06-23 18:42:14","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,1142,"2005-05-31 19:46:38","2005-06-05 14:03:38","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,1085,"2005-05-31 11:15:43","2005-06-07 12:02:43","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
5,731,"2005-05-29 07:25:16","2005-05-30 05:21:16","Elizabeth Brown","elizabeth.brown@sakilacustomer.org"
6,15603,"2005-08-23 06:41:32","2005-08-28 08:51:32","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,15509,"2005-08-23 02:51:24","2005-08-31 06:21:24","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,14377,"2005-08-21 09:49:28","2005-08-29 13:34:28","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,14329,"2005-08-21 08:22:56","2005-08-28 02:22:56","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,13451,"2005-08-20 00:18:25","2005-08-29 01:08:25","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,12254,"2005-08-18 04:05:29","2005-08-23 04:17:29","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,11853,"2005-08-17 13:39:32","2005-08-23 18:44:32","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,11727,"2005-08-17 08:12:20","2005-08-19 12:45:20","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,11591,"2005-08-17 02:29:41","2005-08-23 20:47:41","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,11398,"2005-08-02 18:55:15","2005-08-10 19:50:15","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,11023,"2005-08-02 05:36:38","2005-08-10 05:39:38","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,10271,"2005-08-01 03:13:39","2005-08-07 23:40:39","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,8101,"2005-07-28 18:47:23","2005-07-31 16:23:23","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,7136,"2005-07-27 06:38:25","2005-08-03 05:13:25","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,7099,"2005-07-27 05:03:44","2005-07-29 00:12:44","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,6686,"2005-07-12 12:18:38","2005-07-13 17:56:38","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,6248,"2005-07-11 15:01:54","2005-07-19 16:58:54","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,6211,"2005-07-11 12:39:01","2005-07-20 15:59:01","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,5553,"2005-07-10 03:03:35","2005-07-14 07:49:35","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,4278,"2005-07-07 14:53:24","2005-07-13 14:21:24","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,3983,"2005-07-06 23:14:21","2005-07-12 17:55:21","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,2345,"2005-06-18 12:03:23","2005-06-22 14:25:23","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,1966,"2005-06-17 09:19:45","2005-06-20 11:19:45","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,1841,"2005-06-16 23:44:13","2005-06-22 04:09:13","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,1575,"2005-06-16 03:41:38","2005-06-22 03:01:38","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,916,"2005-05-30 11:25:01","2005-05-31 09:06:01","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,577,"2005-05-28 11:09:14","2005-06-01 13:27:14","Jennifer Davis","jennifer.davis@sakilacustomer.org"
6,57,"2005-05-25 08:43:32","2005-05-29 06:42:32","Jennifer Davis","jennifer.davis@sakilacustomer.org"
7,14222,"2005-08-21 04:49:48","2005-08-25 05:34:48","Maria Miller","maria.miller@sakilacustomer.org"
7,13594,"2005-08-20 05:53:31","2005-08-23 09:01:31","Maria Miller","maria.miller@sakilacustomer.org"
7,13476,"2005-08-20 01:06:04","2005-08-24 23:56:04","Maria Miller","maria.miller@sakilacustomer.org"
7,13373,"2005-08-19 21:23:31","2005-08-25 22:38:31","Maria Miller","maria.miller@sakilacustomer.org"
7,12730,"2005-08-18 21:55:01","2005-08-22 01:23:01","Maria Miller","maria.miller@sakilacustomer.org"
7,12367,"2005-08-18 07:57:14","2005-08-27 07:07:14","Maria Miller","maria.miller@sakilacustomer.org"
7,11542,"2005-08-17 00:51:32","2005-08-24 20:29:32","Maria Miller","maria.miller@sakilacustomer.org"
7,10989,"2005-08-02 04:40:54","2005-08-09 03:39:54","Maria Miller","maria.miller@sakilacustomer.org"
7,10644,"2005-08-01 15:52:00","2005-08-08 16:08:00","Maria Miller","maria.miller@sakilacustomer.org"
7,10514,"2005-08-01 11:39:26","2005-08-03 07:53:26","Maria Miller","maria.miller@sakilacustomer.org"
7,10423,"2005-08-01 08:19:53","2005-08-08 10:25:53","Maria Miller","maria.miller@sakilacustomer.org"
7,10330,"2005-08-01 04:57:04","2005-08-07 23:00:04","Maria Miller","maria.miller@sakilacustomer.org"
7,9624,"2005-07-31 04:30:03","2005-08-06 09:13:03","Maria Miller","maria.miller@sakilacustomer.org"
7,8422,"2005-07-29 07:02:55","2005-08-03 12:35:55","Maria Miller","maria.miller@sakilacustomer.org"
7,6761,"2005-07-12 15:17:42","2005-07-18 17:59:42","Maria Miller","maria.miller@sakilacustomer.org"
7,6295,"2005-07-11 17:30:58","2005-07-15 15:50:58","Maria Miller","maria.miller@sakilacustomer.org"
7,6174,"2005-07-11 10:36:28","2005-07-18 16:19:28","Maria Miller","maria.miller@sakilacustomer.org"
7,5921,"2005-07-10 21:35:12","2005-07-18 19:59:12","Maria Miller","maria.miller@sakilacustomer.org"
7,5441,"2005-07-09 21:52:05","2005-07-17 02:54:05","Maria Miller","maria.miller@sakilacustomer.org"
7,4856,"2005-07-08 18:47:38","2005-07-13 15:02:38","Maria Miller","maria.miller@sakilacustomer.org"
7,4787,"2005-07-08 16:16:04","2005-07-14 18:02:04","Maria Miller","maria.miller@sakilacustomer.org"
7,4238,"2005-07-07 13:22:20","2005-07-10 07:44:20","Maria Miller","maria.miller@sakilacustomer.org"
7,3639,"2005-07-06 07:09:17","2005-07-15 05:12:17","Maria Miller","maria.miller@sakilacustomer.org"
7,3007,"2005-06-20 10:11:53","2005-06-25 04:51:53","Maria Miller","maria.miller@sakilacustomer.org"
7,2888,"2005-06-20 01:50:56","2005-06-22 05:05:56","Maria Miller","maria.miller@sakilacustomer.org"
7,2709,"2005-06-19 14:00:26","2005-06-23 14:56:26","Maria Miller","maria.miller@sakilacustomer.org"
7,2250,"2005-06-18 05:03:36","2005-06-22 02:25:36","Maria Miller","maria.miller@sakilacustomer.org"
7,1810,"2005-06-16 21:06:00","2005-06-21 21:24:00","Maria Miller","maria.miller@sakilacustomer.org"
7,1063,"2005-05-31 08:44:29","2005-06-09 08:00:29","Maria Miller","maria.miller@sakilacustomer.org"
7,975,"2005-05-30 21:07:15","2005-06-03 01:48:15","Maria Miller","maria.miller@sakilacustomer.org"
7,748,"2005-05-29 09:27:00","2005-06-03 04:25:00","Maria Miller","maria.miller@sakilacustomer.org"
7,117,"2005-05-25 19:30:46","2005-05-31 23:59:46","Maria Miller","maria.miller@sakilacustomer.org"
7,46,"2005-05-25 06:04:08","2005-06-02 08:18:08","Maria Miller","maria.miller@sakilacustomer.org"
8,15805,"2005-08-23 14:31:19","2005-08-25 19:01:19","Susan Wilson","susan.wilson@sakilacustomer.org"
8,15764,"2005-08-23 13:05:10","2005-08-25 16:15:10","Susan Wilson","susan.wilson@sakilacustomer.org"
8,15374,"2005-08-22 22:09:09","2005-08-31 01:10:09","Susan Wilson","susan.wilson@sakilacustomer.org"
8,14114,"2005-08-21 01:07:11","2005-08-24 20:33:11","Susan Wilson","susan.wilson@sakilacustomer.org"
8,12613,"2005-08-18 17:16:01","2005-08-23 18:40:01","Susan Wilson","susan.wilson@sakilacustomer.org"
8,11284,"2005-08-02 14:42:45","2005-08-04 11:55:45","Susan Wilson","susan.wilson@sakilacustomer.org"
8,11232,"2005-08-02 13:04:12","2005-08-10 15:39:12","Susan Wilson","susan.wilson@sakilacustomer.org"
8,10561,"2005-08-01 13:05:35","2005-08-04 08:34:35","Susan Wilson","susan.wilson@sakilacustomer.org"
8,10141,"2005-07-31 22:08:29","2005-08-06 16:59:29","Susan Wilson","susan.wilson@sakilacustomer.org"
8,9629,"2005-07-31 04:54:43","2005-08-02 08:36:43","Susan Wilson","susan.wilson@sakilacustomer.org"
8,8809,"2005-07-29 21:42:49","2005-08-04 01:13:49","Susan Wilson","susan.wilson@sakilacustomer.org"
8,6647,"2005-07-12 10:43:53","2005-07-14 05:37:53","Susan Wilson","susan.wilson@sakilacustomer.org"
8,6375,"2005-07-11 21:39:46","2005-07-18 02:12:46","Susan Wilson","susan.wilson@sakilacustomer.org"
8,5341,"2005-07-09 17:13:23","2005-07-14 18:11:23","Susan Wilson","susan.wilson@sakilacustomer.org"
8,5300,"2005-07-09 15:40:46","2005-07-15 13:46:46","Susan Wilson","susan.wilson@sakilacustomer.org"
8,4503,"2005-07-08 02:17:12","2005-07-13 08:12:12","Susan Wilson","susan.wilson@sakilacustomer.org"
8,4409,"2005-07-07 21:47:29","2005-07-11 20:14:29","Susan Wilson","susan.wilson@sakilacustomer.org"
8,4175,"2005-07-07 10:02:03","2005-07-10 06:09:03","Susan Wilson","susan.wilson@sakilacustomer.org"
8,4003,"2005-07-07 00:09:02","2005-07-08 04:27:02","Susan Wilson","susan.wilson@sakilacustomer.org"
8,3475,"2005-07-05 23:01:21","2005-07-13 23:07:21","Susan Wilson","susan.wilson@sakilacustomer.org"
8,3114,"2005-06-20 17:57:47","2005-06-21 19:18:47","Susan Wilson","susan.wilson@sakilacustomer.org"
8,2095,"2005-06-17 18:21:35","2005-06-23 23:49:35","Susan Wilson","susan.wilson@sakilacustomer.org"
8,1305,"2005-06-15 09:59:16","2005-06-19 09:48:16","Susan Wilson","susan.wilson@sakilacustomer.org"
8,866,"2005-05-30 03:43:54","2005-06-08 04:28:54","Susan Wilson","susan.wilson@sakilacustomer.org"
9,14489,"2005-08-21 13:53:59","2005-08-30 15:45:59","Margaret Moore","margaret.moore@sakilacustomer.org"
9,12652,"2005-08-18 18:48:58","2005-08-21 14:15:58","Margaret Moore","margaret.moore@sakilacustomer.org"
9,12309,"2005-08-18 05:58:40","2005-08-20 02:20:40","Margaret Moore","margaret.moore@sakilacustomer.org"
9,12228,"2005-08-18 03:08:10","2005-08-20 02:48:10","Margaret Moore","margaret.moore@sakilacustomer.org"
9,11556,"2005-08-17 01:11:53","2005-08-18 23:41:53","Margaret Moore","margaret.moore@sakilacustomer.org"
9,11400,"2005-08-02 19:00:52","2005-08-09 19:45:52","Margaret Moore","margaret.moore@sakilacustomer.org"
9,10454,"2005-08-01 09:14:00","2005-08-04 04:52:00","Margaret Moore","margaret.moore@sakilacustomer.org"
9,10451,"2005-08-01 09:11:25","2005-08-03 12:37:25","Margaret Moore","margaret.moore@sakilacustomer.org"
9,9043,"2005-07-30 06:34:07","2005-08-02 01:16:07","Margaret Moore","margaret.moore@sakilacustomer.org"
9,7801,"2005-07-28 07:51:56","2005-07-30 12:18:56","Margaret Moore","margaret.moore@sakilacustomer.org"
